sentence,audio_kz_wav
Бұған дейінгі кездесулерде Президенттер Қазақстан мен Түрікменстан арасындағы тауар айналымын 1 млрд долларға дейін арттыру мақсатын қойған болатын.,nan
Қазір бұл көрсеткіш 563 млн-ның төңірегінде.,nan
Былтыр алыс-беріс 30 пайызға жуық өсімді көрсетті.,nan
Екі ел арасындағы сауда-саттық 2023 ж.,nan
"– 28,4% $438,7 МЛН $563,1 МЛН Әлия Әбдірахманова, ҚР Сауда және интеграция министрлігінің ресми өкілі: - Қаңтар-тамыз аралығында 318 млн долларды құрады.",nan
"Оның ішінде Қазақстаннан Түрікменстанға экспорт 186 млн доллар, ал Түрікменстаннан Қазақстанға импорт 131,9 млн долларды құрады.",nan
Бұл цифрлар біздің мемлекет арамыздағы белсенді және өзара нәтижелі ынтымақтастықты растап отыр.,nan
Ынтымақтастықты одан әрі арттырудың әлеуеті зор.,nan
Қазақстан тауардың 80түрі бойынша Түрікменстанға экспорттың жалпы көлемін 120 млн долларға дейін ұлғайтуға дайын.,nan
Бұл жайында Қасым-Жомарт Тоқаев Сердар Бердімұхамедовпен кеңейтілген құрамда өткен келіссөз барысында мәлімдеді.,nan
Орайы келгенде екі елдің іскер топтары арасындағы байланысқа қолдау көрсетудің маңызына тоқталды.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Маған баяндалған мәліметке сәйкес, шағын және орта бизнес инвестициялық әлеуетке ие екенін көрсетіп отыр.",nan
Былтыр Қазақстан компанияларының Түрікменстанға бизнес туры ұйымдастырылды.,nan
Осы орайда Қазақ-түрікмен іскерлік кеңесі алаңында кәсіпкерлердің белсенділігін ынталандыру аса маңызды.,nan
Іскерлік орта негізгі қозғаушы күшке айналуы керек.,nan
"Екі елдің ірі коммерциялық және ұлттық компанияларының күш-жігерін өнеркәсіп, құрылыс, логистика, байланыс және экономиканың басқа да салаларындағы нақты жобаларды іске асыруға жұмылдырған жөн деп санаймын.",nan
Бүгін қол қойылатын Инвестицияларды ынталандыру және өзара қорғау туралы үкіметаралық келісім бұл үдеріске тың серпін беретініне сенімдімін.,nan
